campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,start_year,start_month,start_quarter,roi_category,conversion_category,cost_per_conversion,high_budget_flag,high_roi_flag
customer-focused fault-tolerant help-desk,2022-10-08,2023-12-25,39585.98,21.46,podcast,B2B,promotion,0.99,889037.24,849451.26,2022,10,4,High,High,0.04,0,1
face-to-face 6thgeneration portal,2023-05-08,2023-09-05,99535.21,0.43,social media,B2B,paid,0.15,142678.88,43143.67,2023,5,2,Low,Very Low,4.65,1,0
ameliorated encompassing capacity,2023-02-19,2024-07-28,44466.83,10.35,webinar,B2B,promotion,0.31,504690.83,460224.0,2023,2,1,High,Low,0.28,0,1
digitized optimizing capability,2022-08-25,2023-10-12,70841.82,4.74,podcast,B2C,paid,0.76,406913.89,336072.07,2022,8,3,High,Medium,0.23,1,1
triple-buffered zero tolerance circuit,2023-04-27,2024-03-18,62752.63,3.9,podcast,B2C,paid,0.32,307410.29,244657.66,2023,4,2,High,Low,0.64,1,1
open-source background firmware,2023-07-04,2024-04-09,97748.2,4.56,email,B2C,referral,0.96,543371.38,445623.18,2023,7,3,High,High,0.19,1,1
expanded global matrices,2022-11-28,2024-04-16,67048.32,2.67,webinar,B2B,organic,0.42,246285.96,179237.64,2022,11,4,High,Low,0.65,1,1
organized regional implementation,2023-02-13,2023-12-31,34303.92,11.27,webinar,B2C,paid,0.48,420804.86,386500.94,2023,2,1,High,Low,0.17,0,1
realigned stable parallelism,2023-03-31,2024-01-18,52871.17,10.57,webinar,B2B,promotion,0.53,611779.7,558908.53,2023,3,1,High,Medium,0.16,1,1
networked executive knowledgebase,2022-10-18,2023-08-19,53678.65,1.42,email,B2B,promotion,0.24,129992.9,76314.25,2022,10,4,High,Low,1.72,1,1
multi-tiered neutral standardization,2023-05-09,2023-11-26,21921.72,31.9,webinar,B2C,organic,0.55,721273.96,699352.24,2023,5,2,High,Medium,0.06,0,1
virtual cohesive orchestration,2023-03-11,2023-08-21,98706.34,4.06,email,B2C,promotion,0.92,499658.4,400952.06,2023,3,1,High,High,0.21,1,1
progressive 4thgeneration policy,2022-10-06,2024-04-20,16290.7,9.61,webinar,B2C,promotion,0.99,172899.7,156609.0,2022,10,4,High,High,0.1,0,1
monitored impactful installation,2023-07-28,2023-11-25,24936.91,20.71,webinar,B2B,promotion,0.37,541332.72,516395.81,2023,7,3,High,Low,0.12,0,1
automated responsive initiative,2022-08-30,2024-05-12,20401.62,41.91,podcast,B2B,paid,0.28,875354.92,854953.3,2022,8,3,High,Low,0.08,0,1
function-based grid-enabled conglomeration,2022-12-06,2024-05-03,33675.46,5.04,email,B2B,promotion,0.89,203504.87,169829.41,2022,12,4,High,High,0.19,0,1
polarized dynamic analyzer,2023-06-27,2024-07-26,87618.4,2.13,podcast,B2C,promotion,0.5,274321.91,186703.51,2023,6,2,High,Low,0.64,1,1
centralized methodical alliance,2023-07-19,2024-02-11,33524.69,27.95,podcast,B2C,paid,0.19,970610.35,937085.66,2023,7,3,High,Very Low,0.18,0,1
visionary directional open architecture,2023-05-02,2024-05-29,86623.59,0.24,webinar,B2C,organic,0.23,107133.96,20510.37,2023,5,2,Low,Low,3.52,1,0
reduced static functionalities,2023-03-09,2024-01-08,8473.58,98.24,social media,B2B,organic,0.93,840891.99,832418.41,2023,3,1,High,High,0.01,0,1
sharable upward-trending initiative,2022-10-23,2024-04-09,20951.3,46.46,social media,B2C,organic,0.24,994306.41,973355.11,2022,10,4,High,Low,0.09,0,1
front-line eco-centric open system,2023-06-16,2024-07-06,36331.8,16.14,social media,B2B,promotion,0.76,622639.37,586307.57,2023,6,2,High,Medium,0.08,0,1
managed bandwidth-monitored complexity,2023-03-21,2024-04-04,19401.94,30.8,email,B2B,organic,0.25,617007.9,597605.96,2023,3,1,High,Low,0.13,0,1
re-engineered non-volatile algorithm,2023-03-04,2023-11-06,59532.42,12.0,webinar,B2B,paid,0.9,773688.33,714155.91,2023,3,1,High,High,0.09,1,1
integrated secondary migration,2023-01-04,2024-04-26,98089.92,4.32,webinar,B2C,paid,0.22,522231.68,424141.76,2023,1,1,High,Low,0.85,1,1
horizontal 6thgeneration model,2022-11-19,2023-10-29,16308.37,30.35,webinar,B2C,promotion,0.37,511344.87,495036.5,2022,11,4,High,Low,0.09,0,1
robust optimizing projection,2023-06-12,2023-11-06,36824.24,25.38,email,B2B,promotion,0.42,971476.94,934652.7,2023,6,2,High,Low,0.09,0,1
right-sized scalable open architecture,2023-02-06,2023-12-24,62406.71,0.99,webinar,B2B,promotion,0.67,123917.89,61511.18,2023,2,1,Medium,Medium,0.75,1,0
optional mission-critical project,2022-08-06,2024-07-22,96713.47,9.29,podcast,B2C,paid,0.63,995340.62,898627.15,2022,8,3,High,Medium,0.15,1,1
focused responsive open architecture,2022-11-09,2024-01-28,91490.92,-0.58,webinar,B2C,referral,0.95,38601.99,-52888.93,2022,11,4,Negative,High,2.49,1,0
reverse-engineered static infrastructure,2023-07-26,2024-05-29,12246.32,79.61,email,B2B,referral,0.44,987205.29,974958.97,2023,7,3,High,Low,0.03,0,1
monitored grid-enabled productivity,2023-01-08,2024-06-07,29724.33,31.34,podcast,B2C,promotion,0.27,961419.64,931695.31,2023,1,1,High,Low,0.11,0,1
cross-group foreground ability,2023-03-11,2023-11-27,32343.79,0.7,social media,B2B,paid,0.5,55043.59,22699.8,2023,3,1,Medium,Low,1.18,0,0
switchable mobile toolset,2023-06-25,2024-04-16,59590.26,8.64,podcast,B2B,referral,0.99,574709.76,515119.5,2023,6,2,High,High,0.1,1,1
front-line mobile ability,2022-11-12,2023-08-18,77582.36,4.52,podcast,B2C,promotion,0.47,428175.9,350593.54,2022,11,4,High,Low,0.39,1,1
optional systemic adapter,2022-12-15,2023-12-16,23477.6,8.33,email,B2B,paid,0.34,219063.7,195586.1,2022,12,4,High,Low,0.32,0,1
user-friendly responsive parallelism,2022-10-31,2024-05-08,9666.13,4.49,email,B2C,referral,0.65,53039.92,43373.79,2022,10,4,High,Medium,0.28,0,1
mandatory grid-enabled throughput,2023-06-07,2023-08-06,63938.71,12.93,email,B2C,referral,0.49,890569.79,826631.08,2023,6,2,High,Low,0.15,1,1
phased dynamic throughput,2023-07-07,2023-12-31,44248.38,6.08,webinar,B2B,paid,0.65,313395.54,269147.16,2023,7,3,High,Medium,0.22,0,1
pre-emptive mobile local area network,2023-05-07,2024-02-13,97083.41,2.9,podcast,B2B,promotion,0.25,378325.1,281241.69,2023,5,2,High,Low,1.03,1,1
decentralized zero-defect superstructure,2022-10-18,2023-10-03,18706.92,28.66,webinar,B2B,referral,0.44,554902.17,536195.25,2022,10,4,High,Low,0.08,0,1
distributed grid-enabled focus group,2022-10-10,2023-10-12,92742.9,7.15,webinar,B2B,organic,0.33,755802.41,663059.51,2022,10,4,High,Low,0.37,1,1
monitored global leverage,2023-03-10,2024-04-26,14418.29,46.41,email,B2B,promotion,0.67,683612.91,669194.62,2023,3,1,High,Medium,0.03,0,1
secured exuding hardware,2022-08-17,2024-04-13,55644.28,12.73,podcast,B2C,referral,0.68,764211.61,708567.33,2022,8,3,High,Medium,0.11,1,1
re-engineered content-based projection,2023-06-23,2024-05-03,49973.41,5.11,podcast,B2B,promotion,0.4,305097.18,255123.77,2023,6,2,High,Low,0.41,1,1
compatible explicit hierarchy,2022-10-06,2024-05-27,52495.87,6.15,webinar,B2B,promotion,0.56,375558.47,323062.6,2022,10,4,High,Medium,0.25,1,1
reduced holistic groupware,2023-05-22,2023-08-13,22905.15,39.33,podcast,B2C,paid,0.2,923669.92,900764.77,2023,5,2,High,Very Low,0.12,0,1
organic national application,2023-03-01,2023-11-20,70871.65,1.73,email,B2C,organic,0.46,193601.52,122729.87,2023,3,1,High,Low,0.8,1,1
configurable multi-tasking projection,2022-12-07,2023-08-07,91280.14,7.37,social media,B2B,paid,0.24,764420.89,673140.75,2022,12,4,High,Low,0.5,1,1
open-source zero-defect groupware,2022-08-22,2024-02-26,43142.37,16.87,webinar,B2C,referral,0.9,770745.63,727603.26,2022,8,3,High,High,0.06,0,1
extended multi-tasking focus group,2023-07-13,2023-11-11,90807.23,0.69,email,B2B,referral,0.76,153622.7,62815.47,2023,7,3,Medium,Medium,0.78,1,0
reverse-engineered 4thgeneration adapter,2023-01-01,2024-04-15,32622.8,16.42,podcast,B2C,promotion,0.3,568194.2,535571.4,2023,1,1,High,Low,0.19,0,1
open-source heuristic methodology,2023-06-04,2023-10-18,25277.14,0.94,email,B2C,organic,0.92,49060.75,23783.61,2023,6,2,Medium,High,0.56,0,0
diverse interactive functionalities,2023-06-07,2023-10-09,84489.59,8.31,social media,B2B,promotion,0.83,786673.54,702183.95,2023,6,2,High,High,0.13,1,1
ameliorated leadingedge moratorium,2022-12-17,2024-06-11,28928.55,3.5,email,B2C,referral,0.12,130083.15,101154.6,2022,12,4,High,Very Low,1.85,0,1
distributed web-enabled matrix,2023-01-21,2024-03-22,9774.56,92.95,email,B2B,paid,0.6,918275.49,908500.93,2023,1,1,High,Medium,0.02,0,1
horizontal full-range complexity,2022-08-06,2023-08-31,59889.62,1.39,webinar,B2C,referral,0.85,142978.25,83088.63,2022,8,3,High,High,0.49,1,1
re-engineered optimizing definition,2023-04-18,2023-10-09,90656.1,8.78,podcast,B2C,organic,0.56,886308.94,795652.84,2023,4,2,High,Medium,0.18,1,1
horizontal regional implementation,2023-05-31,2024-02-21,84627.74,7.65,podcast,B2C,paid,0.75,731870.88,647243.14,2023,5,2,High,Medium,0.15,1,1
robust eco-centric service-desk,2023-03-03,2023-12-01,61961.66,11.83,webinar,B2B,organic,0.81,794739.96,732778.3,2023,3,1,High,High,0.1,1,1
expanded radical array,2023-07-27,2024-02-11,67729.9,12.46,webinar,B2B,promotion,0.44,911554.74,843824.84,2023,7,3,High,Low,0.17,1,1
cross-group interactive matrix,2022-12-02,2023-09-18,53669.55,11.11,podcast,B2B,paid,0.22,650057.57,596388.02,2022,12,4,High,Low,0.38,1,1
digitized full-range moderator,2023-05-07,2023-12-14,45957.86,19.49,podcast,B2B,referral,0.57,941547.97,895590.11,2023,5,2,High,Medium,0.09,0,1
programmable dedicated graphical user interface,2023-01-28,2023-10-09,77240.69,6.08,email,B2C,promotion,0.93,546902.83,469662.14,2023,1,1,High,High,0.15,1,1
total secondary attitude,2023-02-13,2024-03-01,27897.65,25.76,podcast,B2C,referral,0.36,746509.64,718611.99,2023,2,1,High,Low,0.1,0,1
user-friendly coherent software,2023-04-01,2024-02-20,81083.98,0.18,podcast,B2C,paid,0.9,95920.24,14836.26,2023,4,2,Low,High,0.94,1,0
grass-roots global attitude,2022-11-20,2024-04-16,81664.5,9.57,social media,B2C,paid,0.3,862829.84,781165.34,2022,11,4,High,Low,0.32,1,1
decentralized incremental synergy,2023-05-18,2023-08-24,78742.39,-0.87,social media,B2C,referral,0.79,10253.3,-68489.09,2023,5,2,Negative,Medium,9.72,1,0
virtual executive alliance,2022-10-13,2024-05-05,1580.69,150.06,podcast,B2B,organic,0.17,238785.82,237205.13,2022,10,4,High,Very Low,0.04,0,1
distributed content-based service-desk,2023-06-24,2024-05-10,3889.42,196.9,social media,B2C,promotion,0.2,769703.69,765814.27,2023,6,2,High,Very Low,0.03,0,1
customizable real-time toolset,2023-07-31,2024-05-07,45499.9,5.43,social media,B2C,organic,0.19,292766.77,247266.87,2023,7,3,High,Very Low,0.82,0,1
cross-group discrete implementation,2023-07-02,2024-03-10,98544.63,7.16,podcast,B2C,referral,0.95,803643.85,705099.22,2023,7,3,High,High,0.13,1,1
secured object-oriented contingency,2023-01-22,2023-09-26,96004.64,5.18,podcast,B2B,promotion,0.33,593146.14,497141.5,2023,1,1,High,Low,0.49,1,1
re-contextualized needs-based function,2022-10-09,2023-10-23,23192.5,11.01,webinar,B2B,referral,0.53,278642.2,255449.7,2022,10,4,High,Medium,0.16,0,1
face-to-face optimal capacity,2022-08-28,2023-11-29,28757.86,6.49,email,B2C,referral,0.3,215374.16,186616.3,2022,8,3,High,Low,0.45,0,1
assimilated analyzing definition,2023-06-19,2023-12-02,97448.7,0.32,email,B2C,paid,0.51,128880.88,31432.18,2023,6,2,Low,Medium,1.48,1,0
diverse homogeneous approach,2022-10-31,2024-04-18,58194.33,2.6,social media,B2C,organic,0.58,209309.17,151114.84,2022,10,4,High,Medium,0.48,1,1
persevering non-volatile utilization,2023-07-18,2024-02-12,36038.7,6.14,webinar,B2B,referral,0.5,257457.4,221418.7,2023,7,3,High,Low,0.28,0,1
down-sized exuding website,2023-03-29,2023-12-29,53597.41,16.15,podcast,B2C,paid,0.68,919259.71,865662.3,2023,3,1,High,Medium,0.09,1,1
persevering zero administration interface,2023-03-27,2023-10-25,1052.57,884.76,email,B2C,promotion,0.44,932323.35,931270.78,2023,3,1,High,Low,0.0,0,1
re-contextualized global projection,2023-04-28,2023-10-20,81795.53,7.66,webinar,B2C,organic,0.98,708435.72,626640.19,2023,4,2,High,High,0.12,1,1
advanced optimizing portal,2023-02-08,2023-08-26,97675.33,8.85,email,B2B,organic,0.77,961689.96,864014.63,2023,2,1,High,Medium,0.13,1,1
total client-driven functionalities,2023-03-26,2024-06-06,32997.59,3.39,podcast,B2B,paid,0.21,144974.37,111976.78,2023,3,1,High,Low,1.08,0,1
grass-roots reciprocal core,2022-11-07,2024-01-19,85249.47,-0.59,social media,B2B,paid,0.9,34642.19,-50607.28,2022,11,4,Negative,High,2.73,1,0
self-enabling reciprocal algorithm,2022-11-01,2024-07-29,8645.67,110.22,email,B2B,paid,0.37,961551.85,952906.18,2022,11,4,High,Low,0.02,0,1
fundamental holistic policy,2023-01-09,2024-07-29,7952.59,78.56,email,B2C,organic,0.64,632738.63,624786.04,2023,1,1,High,Medium,0.02,0,1
automated background intranet,2023-06-24,2023-12-01,97730.37,8.22,webinar,B2C,organic,0.34,901131.26,803400.89,2023,6,2,High,Low,0.32,1,1
diverse modular productivity,2023-01-23,2023-08-19,6626.65,97.17,email,B2C,referral,0.78,650555.67,643929.02,2023,1,1,High,Medium,0.01,0,1
down-sized attitude-oriented conglomeration,2022-08-23,2024-06-25,59892.4,14.23,email,B2C,referral,0.37,912250.59,852358.19,2022,8,3,High,Low,0.18,1,1
universal 24hour process improvement,2022-12-25,2024-07-02,37166.31,14.41,webinar,B2B,referral,0.9,572808.65,535642.34,2022,12,4,High,High,0.07,0,1
fundamental optimal secured line,2023-07-26,2024-02-04,56570.94,0.48,podcast,B2C,referral,0.96,83447.66,26876.72,2023,7,3,Low,High,0.71,1,0
reverse-engineered responsive migration,2023-02-10,2023-09-23,91764.9,8.69,webinar,B2C,organic,0.61,889379.44,797614.54,2023,2,1,High,Medium,0.17,1,1
organized hybrid intranet,2023-06-03,2023-11-16,91247.27,5.35,social media,B2B,referral,0.0,579220.33,487973.06,2023,6,2,High,Very Low,,1,1
streamlined intermediate core,2022-08-20,2024-02-18,59201.77,12.25,social media,B2B,promotion,0.65,784578.57,725376.8,2022,8,3,High,Medium,0.12,1,1
re-contextualized regional pricing structure,2023-03-18,2024-06-29,93497.4,-0.38,email,B2B,promotion,0.37,58328.0,-35169.4,2023,3,1,Negative,Low,4.33,1,0
stand-alone client-driven challenge,2022-12-20,2023-10-06,18364.99,22.6,webinar,B2B,paid,0.85,433475.14,415110.15,2022,12,4,High,High,0.05,0,1
reactive client-driven paradigm,2023-04-09,2023-10-02,63250.91,-0.49,email,B2C,paid,0.76,32045.66,-31205.25,2023,4,2,Negative,Medium,2.6,1,0
object-based composite info-mediaries,2023-05-04,2023-12-19,52277.41,15.04,webinar,B2C,promotion,0.84,838402.57,786125.16,2023,5,2,High,High,0.07,1,1
user-centric discrete algorithm,2022-09-17,2024-07-25,41022.86,12.5,email,B2B,promotion,0.53,553643.5,512620.64,2022,9,3,High,Medium,0.14,0,1
cloned discrete customer loyalty,2023-03-21,2023-10-11,69490.13,8.94,email,B2C,paid,0.5,690561.8,621071.67,2023,3,1,High,Low,0.2,1,1
function-based motivating algorithm,2022-11-18,2024-05-08,16205.28,38.03,email,B2B,referral,0.86,632469.27,616263.99,2022,11,4,High,High,0.03,0,1
devolved local graphic interface,2023-01-04,2024-06-06,71575.57,3.12,email,B2C,promotion,0.81,295020.93,223445.36,2023,1,1,High,High,0.3,1,1
synergized 24hour strategy,2022-09-13,2023-09-24,78034.3,8.21,podcast,B2B,paid,0.36,718941.54,640907.24,2022,9,3,High,Low,0.3,1,1
function-based exuding strategy,2023-04-30,2024-02-25,87156.45,0.09,social media,B2C,referral,0.99,95274.7,8118.25,2023,4,2,Low,High,0.92,1,0
synergistic intermediate middleware,2023-07-22,2023-10-27,28984.24,6.74,webinar,B2C,paid,0.93,224410.83,195426.59,2023,7,3,High,High,0.14,0,1
grass-roots 24/7 orchestration,2023-01-21,2024-06-25,39758.97,1.05,social media,B2C,promotion,0.56,81674.81,41915.84,2023,1,1,High,Medium,0.87,0,1
adaptive needs-based initiative,2023-06-04,2024-07-06,46618.3,17.32,email,B2C,organic,0.23,854112.83,807494.53,2023,6,2,High,Low,0.24,0,1
automated 5thgeneration attitude,2023-02-05,2024-06-03,96380.65,-0.64,email,B2B,referral,0.18,35031.43,-61349.22,2023,2,1,Negative,Very Low,15.28,1,0
mandatory secondary access,2022-08-03,2023-11-04,44406.38,8.88,email,B2B,promotion,0.21,438753.14,394346.76,2022,8,3,High,Low,0.48,0,1
digitized analyzing paradigm,2022-09-28,2023-11-04,31010.8,23.49,email,B2B,referral,0.32,759445.2,728434.4,2022,9,3,High,Low,0.13,0,1
object-based intangible artificial intelligence,2023-03-27,2023-10-06,19288.56,6.2,webinar,B2B,promotion,0.44,138967.65,119679.09,2023,3,1,High,Low,0.32,0,1
proactive mission-critical structure,2022-11-18,2024-06-28,54317.78,2.51,social media,B2C,paid,0.35,190911.53,136593.75,2022,11,4,High,Low,0.81,1,1
object-based grid-enabled model,2023-03-27,2023-08-30,41357.61,20.04,social media,B2B,paid,0.65,869961.43,828603.82,2023,3,1,High,Medium,0.07,0,1
seamless executive standardization,2022-11-26,2024-06-12,16261.19,32.64,webinar,B2C,referral,0.52,546988.28,530727.09,2022,11,4,High,Medium,0.06,0,1
de-engineered homogeneous array,2022-10-11,2024-06-07,27126.77,25.76,webinar,B2C,promotion,0.79,725838.96,698712.19,2022,10,4,High,Medium,0.05,0,1
inverse heuristic projection,2023-03-27,2023-12-10,97754.27,2.77,social media,B2C,organic,0.56,368164.25,270409.98,2023,3,1,High,Medium,0.47,1,1
diverse asymmetric orchestration,2023-02-22,2023-08-02,86507.56,4.42,email,B2C,paid,0.4,468536.15,382028.59,2023,2,1,High,Low,0.46,1,1
reactive zero tolerance core,2023-05-14,2024-07-29,75067.13,11.89,podcast,B2C,promotion,0.44,967358.1,892290.97,2023,5,2,High,Low,0.18,1,1
reverse-engineered 24/7 help-desk,2023-01-19,2023-09-19,46839.92,2.59,social media,B2B,paid,0.28,168009.32,121169.4,2023,1,1,High,Low,1.0,0,1
optimized 24hour budgetary management,2022-12-21,2024-02-25,73305.28,9.59,podcast,B2C,paid,0.48,776332.85,703027.57,2022,12,4,High,Low,0.2,1,1
inverse heuristic encryption,2023-07-07,2024-05-15,90612.4,0.36,email,B2B,organic,0.69,123571.95,32959.55,2023,7,3,Low,Medium,1.06,1,0
realigned empowering initiative,2023-03-06,2024-03-31,18541.27,41.28,email,B2B,paid,0.71,783948.9,765407.63,2023,3,1,High,Medium,0.03,0,1
reduced mobile matrices,2022-08-31,2024-02-17,73723.4,-0.15,webinar,B2C,promotion,0.21,62558.41,-11164.99,2022,8,3,Negative,Low,5.61,1,0
virtual motivating portal,2022-10-31,2024-07-28,60705.69,8.47,webinar,B2B,referral,0.19,575160.34,514454.65,2022,10,4,High,Very Low,0.56,1,1
customizable executive task-force,2022-08-31,2024-02-10,14777.5,57.58,email,B2C,promotion,0.38,865674.86,850897.36,2022,8,3,High,Low,0.04,0,1
optional 3rdgeneration open architecture,2023-07-16,2024-07-24,81086.35,6.36,podcast,B2C,organic,0.32,596689.85,515603.5,2023,7,3,High,Low,0.42,1,1
networked 6thgeneration neural-net,2022-11-08,2023-09-07,39534.14,10.64,social media,B2B,promotion,0.49,460143.5,420609.36,2022,11,4,High,Low,0.18,0,1
open-architected empowering database,2023-05-25,2023-12-26,63786.13,0.43,podcast,B2C,organic,0.43,91479.12,27692.99,2023,5,2,Low,Low,1.62,1,0
multi-channeled human-resource infrastructure,2023-05-30,2024-04-04,63889.54,14.41,webinar,B2C,paid,0.95,984610.31,920720.77,2023,5,2,High,High,0.07,1,1
distributed intangible software,2022-11-13,2023-11-27,14378.29,46.98,social media,B2B,organic,0.59,689799.85,675421.56,2022,11,4,High,Medium,0.04,0,1
switchable clear-thinking challenge,2022-08-23,2023-08-16,57635.88,2.34,webinar,B2B,organic,0.16,192521.65,134885.77,2022,8,3,High,Very Low,1.87,1,1
customizable 4thgeneration internet solution,2022-11-14,2023-08-27,78080.7,3.78,social media,B2B,promotion,0.6,373181.87,295101.17,2022,11,4,High,Medium,0.35,1,1
reduced zero tolerance policy,2023-01-28,2024-07-10,95263.32,2.7,podcast,B2B,promotion,0.33,352655.66,257392.34,2023,1,1,High,Low,0.82,1,1
profound real-time archive,2023-02-23,2023-12-02,54198.81,13.48,webinar,B2C,referral,0.4,784870.79,730671.98,2023,2,1,High,Low,0.17,1,1
inverse static support,2022-11-28,2024-03-22,65189.68,11.52,podcast,B2C,referral,0.5,816329.8,751140.12,2022,11,4,High,Low,0.16,1,1
total attitude-oriented support,2023-01-08,2024-06-29,85772.21,7.81,podcast,B2B,organic,0.86,755740.83,669968.62,2023,1,1,High,High,0.13,1,1
persistent tangible methodology,2023-02-17,2024-07-25,85190.24,9.57,webinar,B2C,promotion,0.48,900744.98,815554.74,2023,2,1,High,Low,0.2,1,1
robust bi-directional hub,2022-11-01,2023-08-20,87931.71,2.28,email,B2C,referral,0.77,288613.62,200681.91,2022,11,4,High,Medium,0.4,1,1
virtual content-based standardization,2022-08-23,2024-04-24,34658.91,16.21,social media,B2B,organic,0.59,596524.13,561865.22,2022,8,3,High,Medium,0.1,0,1
programmable modular architecture,2023-01-12,2024-01-28,57845.8,3.63,podcast,B2C,paid,0.7,267847.44,210001.64,2023,1,1,High,Medium,0.31,1,1
open-source zero administration extranet,2023-06-13,2024-01-13,65653.98,3.88,social media,B2C,paid,0.96,320630.54,254976.56,2023,6,2,High,High,0.21,1,1
total asymmetric emulation,2023-03-30,2024-03-15,69996.24,12.38,social media,B2C,paid,0.86,936284.24,866288.0,2023,3,1,High,High,0.09,1,1
streamlined attitude-oriented adapter,2023-07-03,2024-07-18,2554.18,224.16,social media,B2B,referral,0.33,575092.19,572538.01,2023,7,3,High,Low,0.01,0,1
operative demand-driven open system,2022-10-04,2023-10-08,11294.95,33.55,email,B2C,paid,0.95,390218.59,378923.64,2022,10,4,High,High,0.03,0,1
organic impactful approach,2023-07-08,2023-11-26,15971.25,17.54,email,B2B,organic,0.85,296134.8,280163.55,2023,7,3,High,High,0.06,0,1
cloned leadingedge moderator,2022-11-11,2024-04-30,36838.48,20.41,email,B2B,referral,0.72,788871.83,752033.35,2022,11,4,High,Medium,0.06,0,1
versatile well-modulated ability,2023-05-28,2024-03-21,24501.77,31.19,podcast,B2B,referral,0.87,788670.6,764168.83,2023,5,2,High,High,0.04,0,1
self-enabling zero tolerance synergy,2023-06-01,2024-05-07,49505.24,13.22,webinar,B2B,promotion,0.87,703788.18,654282.94,2023,6,2,High,High,0.08,1,1
polarized systematic parallelism,2023-01-03,2024-04-25,5479.95,140.45,social media,B2B,organic,0.62,775127.75,769647.8,2023,1,1,High,Medium,0.01,0,1
sharable object-oriented algorithm,2023-01-26,2023-11-28,13686.9,20.8,podcast,B2B,referral,0.68,298349.71,284662.81,2023,1,1,High,Medium,0.07,0,1
progressive systematic architecture,2022-08-15,2024-01-11,7306.71,73.04,webinar,B2B,paid,0.97,541005.28,533698.57,2022,8,3,High,High,0.01,0,1
decentralized bi-directional forecast,2023-02-03,2023-11-18,96168.8,0.44,email,B2C,promotion,0.26,138002.71,41833.91,2023,2,1,Low,Low,2.68,1,0
multi-lateral coherent hardware,2023-03-20,2023-12-20,80398.7,5.92,social media,B2B,paid,0.77,556040.51,475641.81,2023,3,1,High,Medium,0.19,1,1
digitized fresh-thinking toolset,2023-07-23,2024-03-20,7171.11,33.09,podcast,B2C,referral,0.58,244491.62,237320.51,2023,7,3,High,Medium,0.05,0,1
persistent fresh-thinking parallelism,2022-09-26,2024-07-24,40458.71,17.51,email,B2B,organic,0.6,748950.16,708491.45,2022,9,3,High,Medium,0.09,0,1
up-sized discrete superstructure,2023-04-08,2024-02-16,85035.31,5.87,webinar,B2C,referral,0.69,583929.45,498894.14,2023,4,2,High,Medium,0.21,1,1
implemented next generation productivity,2022-08-16,2023-12-12,28881.52,29.74,email,B2B,referral,0.74,887826.15,858944.63,2022,8,3,High,Medium,0.04,0,1
persistent radical approach,2022-10-23,2023-08-15,99891.35,-0.92,email,B2C,promotion,0.91,8272.5,-91618.85,2022,10,4,Negative,High,13.27,1,0
robust dynamic circuit,2022-10-04,2024-04-29,35936.7,15.02,webinar,B2B,referral,0.13,575711.5,539774.8,2022,10,4,High,Very Low,0.48,0,1
assimilated cohesive contingency,2023-03-10,2024-07-22,52088.32,0.65,podcast,B2B,referral,0.46,85934.39,33846.07,2023,3,1,Medium,Low,1.32,1,0
distributed heuristic extranet,2022-08-27,2023-12-31,19258.46,42.03,podcast,B2C,promotion,0.22,828613.75,809355.29,2022,8,3,High,Low,0.11,0,1
public-key optimizing open architecture,2023-04-01,2023-11-13,35095.84,3.39,social media,B2C,paid,0.26,153946.14,118850.3,2023,4,2,High,Low,0.88,0,1
self-enabling secondary methodology,2022-09-22,2024-04-16,89591.74,6.9,podcast,B2C,promotion,0.16,707937.27,618345.53,2022,9,3,High,Very Low,0.79,1,1
multi-channeled intermediate project,2023-07-10,2024-06-11,30866.33,14.78,webinar,B2C,paid,0.51,487045.64,456179.31,2023,7,3,High,Medium,0.12,0,1
re-engineered 24/7 benchmark,2022-10-07,2023-08-02,60761.56,8.23,podcast,B2C,paid,0.46,560912.6,500151.04,2022,10,4,High,Low,0.24,1,1
automated 6thgeneration solution,2023-04-10,2023-08-27,82351.52,4.71,podcast,B2C,organic,0.27,470489.22,388137.7,2023,4,2,High,Low,0.65,1,1
persevering asymmetric orchestration,2022-10-23,2024-03-12,68860.82,4.24,webinar,B2C,organic,0.82,360686.83,291826.01,2022,10,4,High,High,0.23,1,1
enhanced web-enabled knowledge user,2023-04-24,2024-05-25,71941.12,10.03,webinar,B2C,referral,0.67,793615.75,721674.63,2023,4,2,High,Medium,0.14,1,1
multi-tiered fresh-thinking monitoring,2023-01-31,2024-01-23,92487.68,4.84,social media,B2C,organic,0.48,539681.9,447194.22,2023,1,1,High,Low,0.36,1,1
cloned background ability,2023-05-08,2023-08-05,6690.98,61.67,podcast,B2C,referral,0.6,419310.48,412619.5,2023,5,2,High,Medium,0.03,0,1
up-sized bifurcated budgetary management,2023-06-21,2024-03-29,65932.3,12.17,email,B2B,paid,0.64,868615.57,802683.27,2023,6,2,High,Medium,0.12,1,1
virtual methodical projection,2022-08-28,2023-08-03,2939.44,175.19,podcast,B2B,referral,0.34,517886.3,514946.86,2022,8,3,High,Low,0.02,0,1
configurable 6thgeneration approach,2023-07-20,2023-08-05,89898.65,9.46,social media,B2C,paid,0.94,940644.5,850745.85,2023,7,3,High,High,0.1,1,1
networked zero administration hardware,2023-06-18,2024-01-12,79330.1,11.52,webinar,B2C,promotion,0.6,993317.73,913987.63,2023,6,2,High,Medium,0.13,1,1
